category,entity,record_count,avg_confidence,sources
Condition,lung,2,0.86165,"{'pmc': np.int64(1), 'usmle': np.int64(1)}"
Condition,patent foramen ovale,2,0.8602000000000001,{'pmc': np.int64(2)}
Condition,breast cancer,2,0.84555,"{'trec-cds': np.int64(1), 'pmc': np.int64(1)}"
Condition,tract infection,2,0.84215,"{'pmc': np.int64(1), 'trec-ct': np.int64(1)}"
Condition,fibrillation,2,0.84155,{'trec-cds': np.int64(2)}
Condition,dementia,2,0.83735,"{'pmc': np.int64(1), 'trec-cds': np.int64(1)}"
Condition,problem,2,0.83205,"{'pmc': np.int64(1), 'trec-ct': np.int64(1)}"
Condition,hypertension,2,0.8229,"{'usmle': np.int64(1), 'trec-cds': np.int64(1)}"
Condition,developmental delay,2,0.82275,"{'trec-ct': np.int64(1), 'pmc': np.int64(1)}"
Condition,cystic,2,0.8186,{'pmc': np.int64(2)}
Condition,acute respiratory distress,2,0.8145,{'pmc': np.int64(2)}
Condition,renal dysfunction,2,0.8140000000000001,{'pmc': np.int64(2)}
Condition,shock,2,0.81125,{'pmc': np.int64(2)}
Condition,ulcer,2,0.80915,{'pmc': np.int64(2)}
Condition,avm,2,0.802,{'pmc': np.int64(2)}
Condition,artery disease,2,0.7922,{'pmc': np.int64(2)}
Condition,thyroid storm,2,0.7901499999999999,{'pmc': np.int64(2)}
Condition,valve,2,0.78375,{'trec-ct': np.int64(2)}
Condition,blunt trauma,2,0.7823,"{'trec-cds': np.int64(1), 'pmc': np.int64(1)}"
Condition,pregnancy,2,0.779,"{'pmc': np.int64(1), 'trec-cds': np.int64(1)}"
Condition,colon,2,0.6802,"{'pmc': np.int64(1), 'trec-ct': np.int64(1)}"
Condition,angioleiomyoma,1,0.9998,{'pmc': np.int64(1)}
Condition,diverticular disease,1,0.9998,{'pmc': np.int64(1)}
Condition,infectious endocarditis,1,0.9998,{'pmc': np.int64(1)}
Condition,vascular malformation,1,0.9998,{'pmc': np.int64(1)}
Condition,viral hepatitis,1,0.9998,{'pmc': np.int64(1)}
Condition,hemophilia,1,0.9997,{'pmc': np.int64(1)}
Condition,thyroid disease,1,0.9997,{'pmc': np.int64(1)}
Condition,wilson's disease,1,0.9997,{'pmc': np.int64(1)}
Condition,wound infection,1,0.9997,{'pmc': np.int64(1)}
Condition,amyloidosis,1,0.9996,{'trec-ct': np.int64(1)}
Condition,basal cell carcinoma,1,0.9996,{'pmc': np.int64(1)}
Condition,cardiac failure,1,0.9996,{'pmc': np.int64(1)}
Condition,multiple organ failure,1,0.9996,{'pmc': np.int64(1)}
Condition,castleman's disease,1,0.9995,{'pmc': np.int64(1)}
Condition,chronic kidney disease,1,0.9995,{'pmc': np.int64(1)}
Condition,liver cirrhosis,1,0.9995,{'pmc': np.int64(1)}
Condition,parkinson disease,1,0.9995,{'pmc': np.int64(1)}
Condition,sarcoidosis,1,0.9995,{'pmc': np.int64(1)}
Condition,sebaceum,1,0.9995,{'pmc': np.int64(1)}
Condition,celiac disease,1,0.9994,{'pmc': np.int64(1)}
Condition,cystic carcinoma,1,0.9994,{'pmc': np.int64(1)}
Condition,dacryoadenitis,1,0.9994,{'pmc': np.int64(1)}
Condition,gastropathy,1,0.9994,{'trec-ct': np.int64(1)}
Condition,human papillomavirus,1,0.9994,{'pmc': np.int64(1)}
Condition,metabolic disorder,1,0.9994,{'pmc': np.int64(1)}
Condition,sscd,1,0.9994,{'pmc': np.int64(1)}
Condition,cardiorenal syndrome,1,0.9993,{'pmc': np.int64(1)}
Condition,cryptococcosis,1,0.9993,{'pmc': np.int64(1)}
Condition,diverticulitis,1,0.9993,{'trec-ct': np.int64(1)}
Condition,pulmonary oligemia,1,0.9993,{'pmc': np.int64(1)}
Condition,renal carcinoma,1,0.9993,{'pmc': np.int64(1)}
Condition,bladder injury,1,0.9992,{'pmc': np.int64(1)}
Condition,cerebral infarct,1,0.9992,{'pmc': np.int64(1)}
Condition,mitochondrial encephalomyopathy,1,0.9992,{'pmc': np.int64(1)}
Condition,parkinson' s disease,1,0.9992,{'pmc': np.int64(1)}
Condition,pulmonary thromboembolic disease,1,0.9992,{'pmc': np.int64(1)}
Condition,bacterial sacroiliitis,1,0.9991,{'pmc': np.int64(1)}
Condition,heart,1,0.9991,{'pmc': np.int64(1)}
Condition,salmonella typhi infection,1,0.9991,{'pmc': np.int64(1)}
Condition,thyroid carcinoma,1,0.9991,{'pmc': np.int64(1)}
Condition,tipic syndrome,1,0.9991,{'pmc': np.int64(1)}
Condition,wilson disease,1,0.999,{'trec-ct': np.int64(1)}
Condition,colonic,1,0.9989,{'pmc': np.int64(1)}
Condition,mesenteritis,1,0.9989,{'pmc': np.int64(1)}
Condition,angiomyolipomatosis,1,0.9988,{'pmc': np.int64(1)}
Condition,hellp syndrome,1,0.9988,{'pmc': np.int64(1)}
Condition,systemic disease,1,0.9988,{'pmc': np.int64(1)}
Condition,brucellosis,1,0.9987,{'pmc': np.int64(1)}
Condition,somnambulism,1,0.9987,{'pmc': np.int64(1)}
Condition,arteriovascular malformation,1,0.9986,{'pmc': np.int64(1)}
Condition,b-cell lymphoma,1,0.9986,{'pmc': np.int64(1)}
Condition,brucella,1,0.9986,{'pmc': np.int64(1)}
Condition,neuroma,1,0.9986,{'pmc': np.int64(1)}
Condition,peripheral neuropathy cataract,1,0.9985,{'trec-ct': np.int64(1)}
Condition,pisa,1,0.9985,{'pmc': np.int64(1)}
Condition,pulmonary artery sarcoma,1,0.9984,{'pmc': np.int64(1)}
Condition,arterial thrombus,1,0.9983,{'pmc': np.int64(1)}
Condition,dermatosis,1,0.9983,{'pmc': np.int64(1)}
Condition,panic disorder,1,0.9983,{'pmc': np.int64(1)}
Condition,mural sarcoma,1,0.9982,{'pmc': np.int64(1)}
Condition,acne vulgaris,1,0.9981,{'usmle': np.int64(1)}
Condition,cerebral dysfunction,1,0.9981,{'pmc': np.int64(1)}
Condition,polycythemia,1,0.9981,{'pmc': np.int64(1)}
Condition,vasculitis,1,0.9981,{'pmc': np.int64(1)}
Condition,dysplasia,1,0.998,{'pmc': np.int64(1)}
Condition,addison disease,1,0.9979,{'trec-ct': np.int64(1)}
Condition,gastric reflux disease,1,0.9979,{'trec-ct': np.int64(1)}
Condition,pulmonary aspergilloma,1,0.9979,{'pmc': np.int64(1)}
Condition,intravascular lymphoma,1,0.9977,{'pmc': np.int64(1)}
Condition,left ventricular dysfunction,1,0.9977,{'pmc': np.int64(1)}
Condition,cryoglobulinemia,1,0.9976,{'pmc': np.int64(1)}
Condition,diabetic mellitus,1,0.9976,{'pmc': np.int64(1)}
Condition,myxoma,1,0.9975,{'pmc': np.int64(1)}
Condition,adrenocortical adenoma,1,0.9973,{'pmc': np.int64(1)}
Condition,hamartoma,1,0.9973,{'pmc': np.int64(1)}
Condition,stevens johnsons syndrome,1,0.9972,{'pmc': np.int64(1)}
Condition,psychosis,1,0.9971,{'pmc': np.int64(1)}
Condition,rosacea,1,0.9971,{'pmc': np.int64(1)}
Condition,tbsa,1,0.9971,{'pmc': np.int64(1)}
Condition,budd-chiari syndrome,1,0.997,{'pmc': np.int64(1)}
Condition,malignant lymphoma,1,0.9969,{'pmc': np.int64(1)}
Condition,sebaceous adenoma,1,0.9968,{'pmc': np.int64(1)}
Condition,primary adrenal insufficiency,1,0.9967,{'trec-ct': np.int64(1)}
Condition,retrobulbar meningioma,1,0.9965,{'pmc': np.int64(1)}
Condition,varicella zoster,1,0.9965,{'pmc': np.int64(1)}
Condition,alcoholic liver cirrhosis,1,0.9963,{'pmc': np.int64(1)}
Condition,sick,1,0.9961,{'pmc': np.int64(1)}
Condition,cervical lymphadenopathy,1,0.996,{'pmc': np.int64(1)}
Condition,amblyopia,1,0.9958,{'pmc': np.int64(1)}
Condition,falciparum,1,0.9956,{'pmc': np.int64(1)}
Condition,transverse myelitis,1,0.9953,{'trec-cds': np.int64(1)}
Condition,arteritis,1,0.9951,{'pmc': np.int64(1)}
Condition,constrictive pericarditis,1,0.9951,{'pmc': np.int64(1)}
Condition,myeloproliferative disease,1,0.9949,{'pmc': np.int64(1)}
Condition,urolithiasis,1,0.9947,{'pmc': np.int64(1)}
Condition,hrct,1,0.9946,{'pmc': np.int64(1)}
Condition,dlbcl,1,0.9945,{'pmc': np.int64(1)}
Condition,s enteritidis,1,0.9945,{'pmc': np.int64(1)}
Condition,arterial hypertension,1,0.9943,{'pmc': np.int64(1)}
Condition,ixode,1,0.9943,{'pmc': np.int64(1)}
Condition,strongyloides stercoralis rhabditiform larvae,1,0.9943,{'pmc': np.int64(1)}
Condition,acidosis,1,0.9942,{'pmc': np.int64(1)}
Condition,mycotic aneurysm,1,0.9942,{'pmc': np.int64(1)}
Condition,toxoplasma,1,0.9942,{'pmc': np.int64(1)}
Condition,panophthalmitis,1,0.994,{'pmc': np.int64(1)}
Condition,hansen disease,1,0.9939,{'pmc': np.int64(1)}
Condition,mastitis,1,0.9939,{'pmc': np.int64(1)}
Condition,odontogenic carcinoma,1,0.9939,{'pmc': np.int64(1)}
Condition,metastatic disease,1,0.9936,{'pmc': np.int64(1)}
Condition,microcytic,1,0.9935,{'trec-ct': np.int64(1)}
Condition,mineral dust,1,0.9935,{'pmc': np.int64(1)}
Condition,extrahepatic disease,1,0.9934,{'pmc': np.int64(1)}
Condition,mid disease,1,0.9934,{'pmc': np.int64(1)}
Condition,fibrous histiocytoma,1,0.9933,{'pmc': np.int64(1)}
Condition,craniopharyngioma,1,0.9931,{'pmc': np.int64(1)}
Condition,stevens-johnson syndrome,1,0.993,{'pmc': np.int64(1)}
Condition,carotid artery disease,1,0.9927,{'trec-ct': np.int64(1)}
Condition,leuprolide,1,0.9927,{'pmc': np.int64(1)}
Condition,histiocytoma,1,0.9926,{'pmc': np.int64(1)}
Condition,hyperplasia,1,0.9926,{'trec-ct': np.int64(1)}
Condition,nuclear sclerosis,1,0.9926,{'pmc': np.int64(1)}
Condition,syphilis,1,0.9926,{'pmc': np.int64(1)}
Condition,bile duct damage,1,0.9924,{'pmc': np.int64(1)}
Condition,s. stercoralis larvae,1,0.9922,{'pmc': np.int64(1)}
Condition,aureus,1,0.9921,{'pmc': np.int64(1)}
Condition,colon carcinoma,1,0.9921,{'pmc': np.int64(1)}
Condition,torsion,1,0.9921,{'pmc': np.int64(1)}
Condition,vascular invasion,1,0.992,{'pmc': np.int64(1)}
Condition,cavernomatous,1,0.9918,{'pmc': np.int64(1)}
Condition,iga nephropathy,1,0.9918,{'pmc': np.int64(1)}
Condition,polyneuropathy,1,0.9915,{'pmc': np.int64(1)}
Condition,sjogren disease,1,0.9915,{'trec-ct': np.int64(1)}
Condition,lymphadenitis,1,0.9913,{'pmc': np.int64(1)}
Condition,human herpes virus 8,1,0.9911,{'pmc': np.int64(1)}
Condition,cell myeloma,1,0.9909,{'pmc': np.int64(1)}
Condition,cardiopulmonary disease,1,0.9907,{'pmc': np.int64(1)}
Condition,haemophilia,1,0.9905,{'pmc': np.int64(1)}
Condition,systemic lupus erythematosus,1,0.9904,{'pmc': np.int64(1)}
Condition,epidemic,1,0.9903,{'pmc': np.int64(1)}
Condition,sarcoidosis lymphoma syndrome,1,0.9903,{'pmc': np.int64(1)}
Condition,fungal infection,1,0.9902,{'pmc': np.int64(1)}
Condition,infectious disease,1,0.9902,{'pmc': np.int64(1)}
Condition,apical periodontitis,1,0.9898,{'pmc': np.int64(1)}
Condition,lipoma,1,0.9896,{'trec-ct': np.int64(1)}
Condition,helicobacter pylori infection,1,0.9895,{'pmc': np.int64(1)}
Condition,leishmaniasis,1,0.9894,{'pmc': np.int64(1)}
Condition,parasite,1,0.9894,{'pmc': np.int64(1)}
Condition,gsd type ia,1,0.9891,{'pmc': np.int64(1)}
Condition,metabolic,1,0.9889,{'pmc': np.int64(1)}
Condition,bacterial peritonitis,1,0.9887,{'trec-cds': np.int64(1)}
Condition,immunodeficiency syndrome,1,0.9887,{'pmc': np.int64(1)}
Condition,haemominutum,1,0.9886,{'pmc': np.int64(1)}
Condition,infectious cause,1,0.9885,{'pmc': np.int64(1)}
Condition,hypoplasia,1,0.9882,{'pmc': np.int64(1)}
Condition,corneal dystrophy,1,0.9878,{'pmc': np.int64(1)}
Condition,toxoplasmosis,1,0.9877,{'pmc': np.int64(1)}
Condition,hypertriglyceridemia,1,0.9875,{'pmc': np.int64(1)}
Condition,aspergillus fumigatus,1,0.9874,{'pmc': np.int64(1)}
Condition,cyanotic heart disease,1,0.9867,{'pmc': np.int64(1)}
Condition,congenital scoliosis,1,0.9865,{'pmc': np.int64(1)}
Condition,vasospasm,1,0.9865,{'pmc': np.int64(1)}
Condition,b-cell disorder,1,0.9864,{'pmc': np.int64(1)}
Condition,compulsive disorder,1,0.9864,{'pmc': np.int64(1)}
Condition,ectopic tachycardia,1,0.9864,{'pmc': np.int64(1)}
Condition,appendiceal adenocarcinoma,1,0.9862,{'pmc': np.int64(1)}
Condition,marfan,1,0.9861,{'pmc': np.int64(1)}
Condition,endocarditis,1,0.9859,{'pmc': np.int64(1)}
Condition,right ventricular failure,1,0.9858,{'pmc': np.int64(1)}
Condition,carotidynia,1,0.9855,{'pmc': np.int64(1)}
Condition,retinitis,1,0.9855,{'pmc': np.int64(1)}
Condition,endothelial dysfunction,1,0.9852,{'pmc': np.int64(1)}
Condition,heart disease,1,0.985,{'pmc': np.int64(1)}
Condition,liposarcoma,1,0.985,{'pmc': np.int64(1)}
Condition,adenopathy,1,0.9846,{'pmc': np.int64(1)}
Condition,gall,1,0.9845,{'trec-ct': np.int64(1)}
Condition,pneumophila,1,0.9843,{'pmc': np.int64(1)}
Condition,horner's syndrome,1,0.9838,{'pmc': np.int64(1)}
Condition,dysexecutive syndrome,1,0.9836,{'pmc': np.int64(1)}
Condition,central tumor,1,0.9831,{'pmc': np.int64(1)}
Condition,hemodynamic instability,1,0.9831,{'pmc': np.int64(1)}
Condition,otitis,1,0.9831,{'pmc': np.int64(1)}
Condition,mycobacterium infection,1,0.9822,{'pmc': np.int64(1)}
Condition,hemorrhagic infarction,1,0.9814,{'pmc': np.int64(1)}
Condition,atrial septum defect,1,0.9812,{'trec-cds': np.int64(1)}
Condition,delusional,1,0.9807,{'pmc': np.int64(1)}
Condition,malarial parasite,1,0.98,{'pmc': np.int64(1)}
Condition,cyanosis,1,0.9799,{'pmc': np.int64(1)}
Condition,vocal cord paralysis,1,0.9799,{'pmc': np.int64(1)}
Condition,cardiac injury,1,0.9795,{'pmc': np.int64(1)}
Condition,respiratory distress,1,0.9795,{'pmc': np.int64(1)}
Condition,infectious complication,1,0.9792,{'pmc': np.int64(1)}
Condition,myeloma,1,0.9792,{'pmc': np.int64(1)}
Condition,malt,1,0.9791,{'pmc': np.int64(1)}
Condition,duodentitis,1,0.9789,{'pmc': np.int64(1)}
Condition,vitreous hemorrhage,1,0.9789,{'pmc': np.int64(1)}
Condition,gist,1,0.9787,{'pmc': np.int64(1)}
Condition,myopathy,1,0.9787,{'pmc': np.int64(1)}
Condition,epithelial malformation,1,0.9786,{'pmc': np.int64(1)}
Condition,depression,1,0.9781,{'trec-ct': np.int64(1)}
Condition,inflammatory myopathy,1,0.9777,{'pmc': np.int64(1)}
Condition,renal impairment,1,0.9776,{'pmc': np.int64(1)}
Condition,sacroileitis,1,0.977,{'pmc': np.int64(1)}
Condition,aspergillosis,1,0.9761,{'pmc': np.int64(1)}
Condition,corynebacterium,1,0.9755,{'pmc': np.int64(1)}
Condition,autism spectrum disorder,1,0.9752,{'pmc': np.int64(1)}
Condition,patent,1,0.9752,{'pmc': np.int64(1)}
Condition,bullous pemphigoid,1,0.9749,{'pmc': np.int64(1)}
Condition,coronavirus disease,1,0.9745,{'pmc': np.int64(1)}
Condition,hyperuricemia,1,0.9744,{'pmc': np.int64(1)}
Condition,transaminitis,1,0.9741,{'pmc': np.int64(1)}
Condition,endometriosis,1,0.974,{'pmc': np.int64(1)}
Condition,addison's disease,1,0.9739,{'pmc': np.int64(1)}
